Original,Edited,Title,Genre,Author,URL
,"片帆無急渡華封，
峭壁丹崖出水中。
水勢每隨山面轉，
山形斜靠水門通。
魚龍雜處秋煙薄，
鷗鷺齊飛日照紅。
玉洞雲房三百六，
不知誰是水晶宮。",Độ Hoa Phong,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/%C4%90%E1%BB%99-Hoa-Phong/poem-Pw_oejRSoFowU98NAfZzWw
,"蘭橈隨意漾中流，
景比山陽更覺幽。
生面獨開雲露骨，
斷鼇爭崎客回頭。
馮夷疊作擎天柱，
龍女添為海屋籌。
大抵始皇鞭未及，
古留南甸鞏金甌。",Hải ốc trù,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/H%E1%BA%A3i-%E1%BB%91c-tr%C3%B9/poem-dpCOiTKqDQCpkXzID2_C9w
,"微茫螺黛拓滄溟，
到此須教眼放青。
白水磨成千刃劍，
寒潭飛落一天星。
怪形未已標三甲，
神力奚庸鑿五丁。
仿佛雲頹頭暗點，
高僧應有坐談經。",Nhãn phóng thanh,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Nh%C3%A3n-ph%C3%B3ng-thanh/poem-vWn4J22hFVU6OjlhYoOREw
,"浪跡風塵未迓繮，
漂零書劍入安邦。
渠爐天地心千里，
蝸角山河眼一雙。
詩價感雲山鬼泣，
愁城僚者酒兵降。
興含欲借并州剪，
剪此其風水半間。",Nhập An Bang,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Nh%E1%BA%ADp-An-Bang/poem-Dc9me_FldoCJpWa_ov66aA
,"雲根石竇似蜂房，
滿目山光接水光。
涉海鑿山癡李勃，
負舟藏壑拜元章。
螺痕夕霽嶙峋出，
霧影朝迷次第藏。
漫說漁人舟一葉，
數重門戶水雲鄉。",Thuỷ vân hương,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Thu%E1%BB%B7-v%C3%A2n-h%C6%B0%C6%A1ng/poem-369c3zC7phY1UZZy2F9WYg
,"玲瓏四璧列雲屏，
玉筍參差水面平。
漸覺桃源山作戶，
衹從魚浦石屯兵。
盡教謝客遊難遍，
這莫雲林畫不成。
遙望水窮山盡處，
忽然沖出棹歌聲。",Trạo ca thanh,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Tr%E1%BA%A1o-ca-thanh/poem-pFSgQN-tjw3hMC3siNzEpQ
,"Đồ Sơn chi đông viết Đông Sơn,
Dao vọng sơn hình tự mã yên,
Cổ tự môn tòng lâm lộc xuất,
Giang Phi động tại thạch bình gian,
Phiếm châu hữu khách ca minh nguyệt,
Cao ngận hà nhân tuý thạch bàn,
Sơn đỉnh bất tri tang hải biến,
Ngật nhiên chi trụ chướng cuồng lan.",Đông Sơn thừa lương,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/%C4%90%C3%B4ng-S%C6%A1n-th%E1%BB%ABa-l%C6%B0%C6%A1ng/poem-sKiZaBAbm2aXNzaEmjSjtQ
,"Ngọc sơn sơn hạ tiểu khê biên,
Xuyên thạch quyên quyên chú bách xuyên.
Nhuận hoạt hồn như hòa ngọc dịch,
Thanh hương sai khả thắng long diên.
Dư ba tư tưởng thiên chu thụ,
Lưu trạch xuyên xuyên vạn lục điền.
Tinh diệp khởi ưng tư nhất ấp,
Vương Minh dụng cấp phúc di thiên.",Long tỉnh quá trạc,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Long-t%E1%BB%89nh-qu%C3%A1-tr%E1%BA%A1c/poem-N0rqXOnCf05e0X5pO7q3GQ
,"Truyền văn Phật tích tại Linh San,
Cận đắc sơn ông chỉ thử gian,
Động khẩu thiển thâm hoang thảo kính
Tự ngân nồng đậm ấn đài ban,
Phóng đăng hồ ngoại kiều do tại,
Cấp thuỷ biên khê tỉnh bất can,
Sắc tức thị không không thị sắc,
Thiền gia đương tác như thị quan.",Phật động thâm u,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Ph%E1%BA%ADt-%C4%91%E1%BB%99ng-th%C3%A2m-u/poem-PoCcF1_W8uJebPZAKNQHnA
,"Đông Sơn cảnh chiếm nhất hồ thiên,
Bảo áp phi lai pháp giới yên,
Nham thạch điểm đầu hoàn vũ hạ,
Thiên hoa mãn thụ lộng phong tiền,
Đế Bà hương hoả phương lân cận,
Trịch Chúa xa luân cựu tích truyền,
Phổ độ hàng từ siêu khổ ải,
Thuần âu than hạ túc ngư thuyền.",Đăng Đông Sơn tự kiến ký kỳ 1,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/%C4%90%C4%83ng-%C4%90%C3%B4ng-S%C6%A1n-t%E1%BB%B1-ki%E1%BA%BFn-k%C3%BD-k%E1%BB%B3-1/poem--Kycies4OHkg86TyTaJoaA
,"Bạch lộ hoành giang thủy tiếp thiên,
Tùng lâm nhất thốc cách vân yên,
Nữ Vu trị vũ vô đông hạ,
Ngư phủ phi điêu hoặc hậu tiền,
Ngộ đạo cao tăng huề tích khứ,
Hiện thân Cổ Phật đáo kim truyền,
Đăng lâm độc bộ Đông Sơn thượng,
Thừa hứng lâm lưu nguyệt mãn thuyền.",Đăng Đông Sơn tự kiến ký kỳ 2,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/%C4%90%C4%83ng-%C4%90%C3%B4ng-S%C6%A1n-t%E1%BB%B1-ki%E1%BA%BFn-k%C3%BD-k%E1%BB%B3-2/poem-deNNzmkgVKrU1tjNGO4yBQ
,"Cổ tháp di khư loạn thảo đôi,
Dục Vương khứ hậu uỷ hôi đồi,
Thiên quân bảo khí minh lưu thuỷ,
Cửu cấp phù đồ hoá kiếp hôi,
Tiều tử ỷ kha miên thạch đắng,
Mục nhi khu độc há sơn ôi,
Đăng cao dục hội sơn tăng giảng,
Hà xứ chung thanh khụ nhất hồi.",Tháp sơn hoài cổ,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Th%C3%A1p-s%C6%A1n-ho%C3%A0i-c%E1%BB%95/poem-vllkI7faRWe__wqbKBwAxw
,"Phong điềm ba tỉnh độ giang mi,
Vọng vọng ngu châu nhất tự nhi,
Thủ thám giao cung giang tác lộ,
Võng thu thần thị tịch vi kỳ,
Huề la bản phụ phan thuyền vĩ,
Khấu tiệp đà sư hệ tửu chi,
Hoặc thủ chư “ly” kiêm thủ “hoán”,
Thánh nhân khai vật dữ nhân nghi.",Thạch phố quan ngư,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Th%E1%BA%A1ch-ph%E1%BB%91-quan-ng%C6%B0/poem-Pr38g-Ob5YpTEapyOr_zcA
,"Phạn Vương quy khứ kỷ thời lai, 
Không ủy Kỳ Viên ế thảo lai, 
Khánh hữu cơ duyên quy biệt viện, 
Chung vô cư nghiệp trệ không giai, 
Đồi lương bại ngõa sào ma tước, 
Phá kệ tàn bi yểm lục đài, 
An đắc Như Lai Thiên Thủ Phật, 
Hư không nhất dạ khởi lâu đài.",Bộ Khánh Minh tự cảm hứng,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/B%E1%BB%99-Kh%C3%A1nh-Minh-t%E1%BB%B1-c%E1%BA%A3m-h%E1%BB%A9ng/poem-bYyX0IxrPFWiBl-JWA7EFw
,"Thần ngoan quỷ tạc bất tri niên,
Thế thế an bài nhược tự nhiên,
Ốc bất ngoã từ giai bất thế,
Nham như tường bích thạch như diên,
Dạ minh hiến quả liên đài hạ,
Phong tử hàm hoa bảo án tiền,
Đào hưởng tiều ca hoà điểu ngữ,
Thanh thanh hoán tỉnh lão tăng miên.",Cốc tự tham thiền,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/C%E1%BB%91c-t%E1%BB%B1-tham-thi%E1%BB%81n/poem-w5GQyC9r_RlWTyTyl618Xg
,"山海桑蓬古已來，
長途著腳乍關懷。
庭前象馬銀雙鎖，
宮裡衣冠玉一堆。
草木暗隨冬雪老，
江山還為昔人哀。
皇天有意開新運，
風捲紅塵拂劫灰。",Quá Khinh Dao từ hoài cổ,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Qu%C3%A1-Khinh-Dao-t%E1%BB%AB-ho%C3%A0i-c%E1%BB%95/poem-uMcrH9E2ljoqpawiLQ8zQw
,"半天風雨半天晴，
旅況淒涼入夢醒。
吟客有神來色相，
情魔無力卻愁兵。
衾中半瘦風流骨，
榻上平分海角情。
一片無聊言不盡，
塵寰安得眼雙清。",Bán chẩm thư hoài,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/B%C3%A1n-ch%E1%BA%A9m-th%C6%B0-ho%C3%A0i/poem-owHw5L6KWsUlBBMthf03MA
,"莊臨誰是景中人，
細細清風扇扇薰。
水月波籠蓮插茁，
香煙寶憩露連雲。
洗空塵慮花含態，
喚醒迷途草亦春。
到景令人回首望，
東南拂袖鴈成群。",Trấn Bắc tự,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Tr%E1%BA%A5n-B%E1%BA%AFc-t%E1%BB%B1/poem--8vmXIRmRhEaN6jRlJAWkw
,"倏聞江鼓戍江城，
忽得寒砧奏耳聽。
續斷霜中驚雁陣，
依稀壁下亂虫聲。
征夫欲破深閨夢，
遊子還添故國情。
得意不知勤苦藥，
管弦韻韻間雞鳴。",Tái ngoại văn châm,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/T%C3%A1i-ngo%E1%BA%A1i-v%C4%83n-ch%C3%A2m/poem-_Zlc7BdDwgdrJLu0PmjChw
,"天隔雲陰慘不明，
蕭蕭秋雨落閒庭。
短長枯樹枝頭淚，
舒急黃蕉葉上聲。
吟斷低迷千里夢，
愁牽寥落五更情。
深閨最苦如花面，
一片愁容畫不成。",Thu vũ,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Thu-v%C5%A9/poem-RZLZCV2Lceiu99RQzskUNA
,"冉冉征塵秋月斜，
一盃還送舊繁華。
一蘇水潦西流盡，
三島晴光北望賒。
燈月青氈悲故物，
霜前白露落誰家。
此來相對重相憶，
客久年深奈若何。",Cố kinh thu nhật,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/C%E1%BB%91-kinh-thu-nh%E1%BA%ADt/poem-Bnkkrx7E3qXhFqYmPe010A
,"負笈從今萬里遙，
長亭酒餞尚酬醪。
悶堆帆翅船偏重，
愁壓江心水不潮。
舊草凝眸香未散，
他鄉回首夢孤高。
雖然尚有相逢日，
誓海寧容一浪濤。",Giang Nam phụ cấp kiêm lưu biệt cố nhân,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Giang-Nam-ph%E1%BB%A5-c%E1%BA%A5p-ki%C3%AAm-l%C6%B0u-bi%E1%BB%87t-c%E1%BB%91-nh%C3%A2n/poem-SuUVt1tlJ7XtRH-flWnCvw
,"家室和平立海隅，
從容歲月一閒遊。
東回西領鄰啼婦，
北向南山笑望夫。
締糽義長天地並，
唱隨聲動海山秋。
往來或問渠孫子，
石在山頭人在舟。",Vịnh thạch phu phụ,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/V%E1%BB%8Bnh-th%E1%BA%A1ch-phu-ph%E1%BB%A5/poem-uyrD-zM9xSdjXFfzlk48ow
,"西風昨夜壓寒枝，
籬菊蕭疏雪未飛。
密雨斜篩紛水面，
孤雲描織遠山眉。
蓮餘殘夏留春帶，
柳徬饒香老翠衣。
啼鳥莫非知我況，
聲聲長動故鄉思。",Thu nhật tức sự,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Thu-nh%E1%BA%ADt-t%E1%BB%A9c-s%E1%BB%B1/poem-QoyB-ZOiJzzhDHjP32DqxA
,"花飄飄，
木蕭蕭，
我夢鄉情各寂寥，
可感是春宵。

鹿呦呦，
鴈嗷嗷，
歡草相期在一朝，
不盡我心描。

江潑潑，
水活活，
我思君懷相契闊，
淚痕沾夏葛。

詩屑屑，
心切切，
濃淡寸情須兩達，
也憑君筆發。

風昂昂，
月茫茫，
風月令空客斷腸，
何處是騰王？
雲蒼蒼，
水泱泱，
雲水那堪望一場，
一場遙望觸懷忙。

日祈祈，
夜遲遲，
日夜偏懷旅思悲，
思悲應莫誤佳期。

風扉扉，
雨霏霏，
風雨頻催彩筆揮，
筆揮都是付情兒。

君有心，
我有心，
夢魂相戀柳花陰。
詩同吟，
月同斟，
一字愁分離，
何人煖半衾。
莫彈離曲怨知音，
直須棄置此瑤琴。
高山流水晚相尋，
應不恨吟歎古今。

君何期，
我何期，
旅亭來得兩栖遲。
茗頻披，
筆頻揮，
一場都筆舌，
何處是情兒？
好憑心上各相知，
也應交錯此緣綈，
芳心誓不負佳期。",Thuật ý kiêm trình hữu nhân Mai Sơn Phủ,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Thu%E1%BA%ADt-%C3%BD-ki%C3%AAm-tr%C3%ACnh-h%E1%BB%AFu-nh%C3%A2n-Mai-S%C6%A1n-Ph%E1%BB%A7/poem-_K4rRb6p8E9GviTEENnJSg
,"瓊筵座花，
𢒎觴對月，
風流屬誰家？
李子飛輝豪，
徐妃援筆，
思雅入詩歌。
今夕是如何？
促席談心。
回燈敘事，
撫筆一呵呵。",Thiếu niên du điệu,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Thi%E1%BA%BFu-ni%C3%AAn-du-%C4%91i%E1%BB%87u/poem-G2eHKD_r9GYjLN0kz57m5w
,"月斜人靜戍樓中。
臥聽銅龍，
起聽銅龍，
夜半哀江響半空。
聲也相同，
氣也相同，
相思無盡五更窮。
心在巫峰，
魂在巫峰，
恩愛此遭逢。
閒倚東風，
倦倚東風，
一園紅杏壁青蔥。
繁花惜已空，
今朝又見數枝紅。
鶯兒莫帶東風去，
只恐桃夭無力笑東風。
風清月白，
把其香入客吟中。",Xuân đình lan điệu,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Xu%C3%A2n-%C4%91%C3%ACnh-lan-%C4%91i%E1%BB%87u/poem-mW8dcRrbfDfL1AIBQ46QHQ
,"夜深人靜獨躊躇，
雲樓酒冷銀環半。
水闊風長玉漏孤，
花月月花主人吾。
春寂寂，
春興不多乎。
鴈影何歸雲自住，
蛩聲如哭水空流，
歲晏須圖。",Thu dạ hữu hoài,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Thu-d%E1%BA%A1-h%E1%BB%AFu-ho%C3%A0i/poem-xbAr0Ak8SCCRW_gia8jJpA
,"秋風起兮白雲飛，
草木黃落兮雁南歸。
蘭有秀兮菊有芳，
懷佳人兮不能忘。
我有酒兮無對飲，
我有琴兮無知音。
不酌酒兮不鳴琴，
數杯清茗兮故人心。",Thu phong ca,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Thu-phong-ca/poem-XbWat75UvIe6mRRyvC8nvg
,"露如珠兮月如瑳，
倏往來兮照予懷。
惋故人兮天涯，
愛不見兮心徘徊。
苔荒神女廟，
雲散楚王臺。
明月光如許，
我思之人兮焉在哉。",Nguyệt dạ ca kỳ 1,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Nguy%E1%BB%87t-d%E1%BA%A1-ca-k%E1%BB%B3-1/poem-xU2qJjBhMeQ6U1n1ozKC0w
,"花其字兮葩其詩，
霞為裳兮雲為衣。
亦既覯兮我心則夷，
語曷既兮栖遲。
愁溙湘水聽，
悶壓蜀山低。
日月無垠兮，
情之所鍾，
不知其期。",Nguyệt dạ ca kỳ 2,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Nguy%E1%BB%87t-d%E1%BA%A1-ca-k%E1%BB%B3-2/poem-7BS07JcxSbZKX-9CdI5kPQ
,"野翁淡泊亦繁花，
錯認桃源是薜蘿。
寄語挳舟從釣子，
過江應不聽琵琶。
過江莫聽琵琶，
高聲不似胡笳悽涼。
桃源水闊山長，
漁翁一棹仙堂半開。
萬重春鎖天台，
琴聲樂角聲哀不同。
寒山草色蔥蔥，
蘇溪幾到清風自閑。",Ngư ông khúc hành,Chữ Hán,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Ng%C6%B0-%C3%B4ng-kh%C3%BAc-h%C3%A0nh/poem-XyX3HayDWoKwoHt8i0kBaw
,"Dặm khách muôn nghìn nỗi nhớ nhung,
Mượn ai tới đấy gửi cho cùng.
Chữ tình chốc đã ba năm vẹn,
Giấc mộng rồi ra nửa khắc không.
Xe ngựa trộm mừng duyên tấp nập,
Phấn son càng tủi phận long đong.
Biết còn mảy chút sương siu mấy,
Lầu nguyệt năm canh chiếc bóng chong.",Cảm cựu kiêm trình Cần chánh học sĩ Nguyễn Hầu,Thất ngôn bát cú,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/C%E1%BA%A3m-c%E1%BB%B1u-ki%C3%AAm-tr%C3%ACnh-C%E1%BA%A7n-ch%C3%A1nh-h%E1%BB%8Dc-s%C4%A9-Nguy%E1%BB%85n-H%E1%BA%A7u/poem-yfupb-iJjIiRd-Q6eiocKg
,"Chữ tình ngang ngửa biết bao nhiêu,
Một chút duyên xưa dở lắm điều.
Bèo lạc không kinh còn trẻ lại,
Hoa trăng thêm tủi cái già theo.
Tài tình nợ ấy vay nên trả,
Phong cảnh vui đâu gửi đã nhiều.
Đưa đẩy biết tường tay đại tạo,
Cánh hoa trên nước thấm tin triều.",Hoài cựu,Thất ngôn bát cú,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Ho%C3%A0i-c%E1%BB%B1u/poem-utZ0bEpW-na7F3hLRkJ43A
,"Lá ngọc chiều thu giận hẳn du,
Tuần trăng sẽ nhớ bữa đêm thu.
Bên am Nhất Trụ trông còn đấy,
Ngọn nước Tam Kỳ chảy lại đâu.
Son phấn trộm mừng duyên để lại,
Bèo mây thêm tủi phận về sau.
Trăm năm biết có duyên thừa nữa,
Cũng đỏ tay tơ cũng trắng đầu.",Thu nguyệt hữu ức Mai Sơn Phủ ký,Thất ngôn bát cú,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Thu-nguy%E1%BB%87t-h%E1%BB%AFu-%E1%BB%A9c-Mai-S%C6%A1n-Ph%E1%BB%A7-k%C3%BD/poem-uLPVd2ojTqWGLSCvTBNkgQ
,"Xuân này nào phải cái xuân xưa,
Có sớm ư? thời lại có trưa.
Cửa đông hoa còn thưa thớt bóng,
Buồng thoa oanh khéo dập dìu tơ
Phong lưu trước mắt bình hương nguội,
Quang cảnh trong đời chiếc gối mơ.
Cân vàng nửa khắc xuân lơ lửng,
Phố liễu trăm đường khách ngẩn ngơ.",Cảm cựu tống tân xuân chi tác kỳ 1,Thất ngôn bát cú,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/C%E1%BA%A3m-c%E1%BB%B1u-t%E1%BB%91ng-t%C3%A2n-xu%C3%A2n-chi-t%C3%A1c-k%E1%BB%B3-1/poem-zkoQx8LJMbDSJgpAj6fzQg
,"Mới biết vị đời chua lẫn ngọt,
Mà xem phép tạo nắng thì mưa.
Tri âm đắp nửa chăn còn ngắn,
Bức vách nghe xa tiếng đã thừa.
Nếm mía vụ này ngon những ngọn,
Trông gương ngày nọ bẵng như tờ.
Xưa nay còn có đâu hơn nữa,
Hay những từ đây, phải thế chưa?",Cảm cựu tống tân xuân chi tác kỳ 2,Thất ngôn bát cú,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/C%E1%BA%A3m-c%E1%BB%B1u-t%E1%BB%91ng-t%C3%A2n-xu%C3%A2n-chi-t%C3%A1c-k%E1%BB%B3-2/poem-s4wLE-7MhBiLV84M70Qgtw
,"Dồn bước may đâu khéo hẹn hò,
Duyên chi hay bởi nợ chi ru?
Sương treo áo lục nhồi hơi xạ,
Gió lọt cành lê lướt mặt hồ.
Muốn chắp chỉ đào thêu trướng gấm,
Mà đem lá thắc thả sông Tô.
Trong trần mấy kẻ tinh con mắt,
Biết ngọc mà trao mới kể cho.",Ngụ ý Tốn Phong ký nhị thủ kỳ 1,Thất ngôn bát cú,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Ng%E1%BB%A5-%C3%BD-T%E1%BB%91n-Phong-k%C3%BD-nh%E1%BB%8B-th%E1%BB%A7-k%E1%BB%B3-1/poem-hc2w3zrCmTIHLJjsZuZMmw
,"Đường hoa dìu dặt bước đông phong,
Nghĩ kẻ tìm thơm cũng có công.
Lạ mặt dám quen cùng gió nước,
Nặng lòng nên nhẹ đến non sông.
Da trời nắng nhuộm tươi màu biếc,
Phòng gấm trăng in dãi thức hồng.
Ai nhớ lấy cho lòng ấy nhỉ,
Trước năm trăm hẳn nợ chi không?",Ngụ ý Tốn Phong ký nhị thủ kỳ 2,Thất ngôn bát cú,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Ng%E1%BB%A5-%C3%BD-T%E1%BB%91n-Phong-k%C3%BD-nh%E1%BB%8B-th%E1%BB%A7-k%E1%BB%B3-2/poem-qDoxnIb4str1bD2nSTsZSg
,"Vài hàng chữ gấm chạnh niềm châu,
Nghĩ tưởng năm canh nguyệt hé lầu.
Lá nhuộm thức lam thêm vẻ thẹn,
Sương pha khói biếc rộn thêm sầu.
Thẩn thơ trước viện, nhà khoe gió,
Đồng vọng bên tai, địch thét đâu,
Ướm hỏi trăng già khe khắc bấy,
Trêu nhau chi những sợi cơ cầu.",Hoạ nhân,Thất ngôn bát cú,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Ho%E1%BA%A1-nh%C3%A2n/poem-OUccMuvMnl1lqCW3MUXrgA
,"Đường nghĩa bấy nay trót vẽ vời,
Nước non sầu nặng luống đi về.
Cung Hoàng dịu vợi dường khôn lọt,
Đường Nguyệt mơ màng giấc hãy mê.
Đã chắc hương đâu cho lửa bén,
Lệ mà hoa lại quyến xuân đi.
Xanh vàng chẳng phụ lòng ân ái,
Tròn trặn gương tình cũng có khi.",Thạch Đình tặng,Thất ngôn bát cú,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Th%E1%BA%A1ch-%C4%90%C3%ACnh-t%E1%BA%B7ng/poem-T38tAhnPICttlpSSlrcklA
,"Vác cắm đàn tao một ngọn cờ,
Ấy người thân đấy phải hay chưa.
Lắc đầy phong nguyệt lưng hồ rượu,
Dắt lỏng giang hồ nửa túi thơ.
Đình Nguyệt góp người chung đỉnh lại,
Trời Hoan mở mặt nước non xưa.
Bấy nay tài tử bao nhiêu tá,
Thèo đảnh khen ai kẻ đặt cho.",Ký Sơn Nam Thượng trấn Hiệp trấn Trần Hầu kỳ 1,Thất ngôn bát cú,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/K%C3%BD-S%C6%A1n-Nam-Th%C6%B0%E1%BB%A3ng-tr%E1%BA%A5n-Hi%E1%BB%87p-tr%E1%BA%A5n-Tr%E1%BA%A7n-H%E1%BA%A7u-k%E1%BB%B3-1/poem-U1ClKpkcEXlnNupPxi1EGw
,"Trận bút xông pha quyết giật cờ,
Tài tình ai đã biết cho chưa.
Giấc Vu man mác năm canh nguyệt,
Duyềnh Ngự lênh đênh một lá thơ.
Tơ liễu đã khoe tài lạ trước,
Nguồn dào học hỏi lối quen xưa,
Giai nhân tài tử dường nào đấy
Hay nợ bình sinh chửa giả cho.",Ký Sơn Nam Thượng trấn Hiệp trấn Trần Hầu kỳ 2,Thất ngôn bát cú,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/K%C3%BD-S%C6%A1n-Nam-Th%C6%B0%E1%BB%A3ng-tr%E1%BA%A5n-Hi%E1%BB%87p-tr%E1%BA%A5n-Tr%E1%BA%A7n-H%E1%BA%A7u-k%E1%BB%B3-2/poem-gxV8fKXthqkPQvuI3FMHnw
,"Này đoạn chung tình biết mấy nhau,
Tiễn đưa ba bước cũng nên câu.
Trên tay khép mở tanh chiều nhạn,
Trước mặt đi về gấp bóng câu.
Nước mắt trên hoa là lỗi cũ.
Mùi hương trong nệm cả đêm thâu.
Vắng nhau mới biết tình nhau lắm,
Này đoạn chung tình biết mấy nhau.",Hoạ Sơn Phủ chi tác,Thất ngôn bát cú,Hồ Xuân Hương,https://www.thivien.net//H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Ho%E1%BA%A1-S%C6%A1n-Ph%E1%BB%A7-chi-t%C3%A1c/poem-VVl3mnm6-DXAxMiEF4IPnw
